1977 8 8 220 12 58 45 -10.570000 161.330000 32.000000 5.708674
1977 8 8 220 22 20 51 -23.810000 -179.390000 436.000000 5.288776
1977 8 10 222 7 7 26 -8.170000 107.640000 52.000000 5.286324
1977 8 10 222 18 27 9 -20.730000 -178.450000 585.000000 5.883416
1977 8 11 223 1 42 47 -17.560000 -174.370000 57.000000 6.718791
1977 8 12 224 0 7 51 -6.530000 155.010000 58.000000 5.744538
1977 8 12 224 21 45 37 -9.240000 148.280000 33.000000 5.315457
1977 8 14 226 4 22 49 10.970000 -62.370000 112.000000 5.677816
1977 8 14 226 21 38 51 -7.760000 107.570000 33.000000 6.069105
1977 8 15 227 20 23 44 2.850000 -84.290000 23.000000 5.049545
1977 8 15 227 21 10 32 38.850000 16.980000 54.000000 5.212543
1977 8 17 229 10 41 41 -40.870000 42.850000 33.000000 5.205393
1977 8 18 230 9 27 40 35.230000 23.400000 42.000000 5.682729
1977 8 18 230 11 59 41 46.630000 153.710000 33.000000 5.662554
1977 8 19 231 5 8 41 -11.150000 118.390000 33.000000 5.749554
1977 8 19 231 6 8 55 -11.080000 118.460000 33.000000 8.306730
1977 8 19 231 20 20 18 -10.930000 119.150000 33.000000 5.880267
1977 8 19 231 21 35 3 -10.890000 119.230000 33.000000 5.813275
1977 8 20 232 2 46 11 16.610000 -86.850000 14.000000 6.069105
1977 8 20 232 3 51 54 16.700000 -86.610000 36.000000 6.323950
1977 8 20 232 9 21 50 -11.110000 119.130000 33.000000 6.290986
1977 8 20 232 19 16 32 -11.040000 119.140000 33.000000 6.591212
1977 8 21 233 2 12 25 -11.160000 119.010000 33.000000 5.725965
1977 8 21 233 5 19 34 35.240000 141.120000 42.000000 5.549970
1977 8 21 233 19 35 5 -29.970000 -177.910000 59.000000 5.208632
1977 8 21 233 20 29 41 -10.860000 119.220000 33.000000 5.577265
1977 8 23 235 3 12 51 -21.320000 -68.230000 99.000000 5.389318
1977 8 23 235 10 24 12 -11.390000 117.660000 33.000000 5.467777
1977 8 23 235 23 6 13 -11.330000 118.220000 33.000000 5.211481
1977 8 25 237 7 35 33 -14.950000 -177.340000 33.000000 5.496963
1977 8 25 237 18 5 10 -10.740000 119.270000 33.000000 6.307535
1977 8 26 238 8 26 37 -10.670000 119.300000 33.000000 6.010393
1977 8 26 238 19 50 1 -59.430000 -20.510000 33.000000 7.182430
1977 8 27 239 7 12 22 -8.060000 125.300000 25.000000 7.031643
1977 8 28 240 9 45 14 38.210000 8.210000 10.000000 5.440182
1977 8 28 240 14 11 30 -29.060000 -177.150000 44.000000 5.801050
